variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib,intervention
cost_rsv_hosp_0to1y,own,223293.6,161821,204081.1,39453.9,454553.1,BDI,ZAF,monocl_Ab
hosp_cases,mcmarcel,9383.5,7824,6215.9,2651,17334.1,BDI,ZAF,monocl_Ab
hosp_cases,own,9698.7,8080,6423.8,2743.9,17912.1,BDI,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,834.8,669.5,607.7,209,1602.1,BDI,ZAF,monocl_Ab
hosp_cases_averted,own,3998.1,3331,2648.1,1131,7384.4,BDI,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2313013.9,2330220,64686.5,2189420.8,2371231.1,BDI,ZAF,monocl_Ab
incremental_cost_0to1y,own,2000138.3,2072402,284788.9,1468937.7,2267593.9,BDI,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2597.3,1940.4,2287.6,565.1,5099.5,BDI,ZAF,monocl_Ab
net_cost/DALY_averted,own,365.8,273.7,310,76.7,730.4,BDI,ZAF,monocl_Ab
rsv_cases,mcmarcel,106640.1,106641,49.5,106557,106701,BDI,ZAF,monocl_Ab
rsv_cases,own,110224.5,110236,410.8,109535,110731.1,BDI,ZAF,monocl_Ab
rsv_deaths,mcmarcel,207.2,166,156.4,49,403.1,BDI,ZAF,monocl_Ab
rsv_deaths,own,320,254,246.2,76,630,BDI,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,25.9,20,21.6,6,51,BDI,ZAF,monocl_Ab
rsv_deaths_averted,own,155.9,122,124.1,35,311,BDI,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,5752.6,4507,4475.3,1364.9,11097.1,BDI,ZAF,monocl_Ab
total_DALY_0to1y,own,17174.7,13563.5,13276.4,4102.9,33796.1,BDI,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1564.2,1191,1288.7,346.9,3050.3,BDI,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,9305.9,7302.5,7343.7,2175.9,18481.9,BDI,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,343140.5,277235,256651.6,82024.2,653785.1,BDI,ZAF,monocl_Ab
total_medical_cost_0to1y,own,791021.2,646474,569652.6,198390.1,1501102.1,BDI,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,82583.1,65377,64686.5,18489.6,159316.2,BDI,ZAF,monocl_Ab
total_medical_cost_averted,own,395458.7,323195,284788.9,99181.6,750452.6,BDI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1080112,785462,1027779,178947.4,2225877.2,CMR,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,2484685.6,1818497,2318197,430529.9,5107433.6,CMR,ZAF,monocl_Ab
hosp_cases,mcmarcel,19232.3,16035.5,12740,5434,35523.9,CMR,ZAF,monocl_Ab
hosp_cases,own,19759.9,16470.5,13088,5588.9,36482.9,CMR,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1278.4,1025,931.1,320,2454.1,CMR,ZAF,monocl_Ab
hosp_cases_averted,own,6113.8,5096,4049.5,1729,11288.2,CMR,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,3117372.2,3183098.5,255815.5,2642119.2,3356101.5,CMR,ZAF,monocl_Ab
incremental_cost_0to1y,own,1759930.3,2041429,1142721.4,-358377.4,2832981.6,CMR,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2297.2,1700,2094.5,452.1,4629.3,CMR,ZAF,monocl_Ab
net_cost/DALY_averted,own,236.3,163.5,271.8,-14.7,551.1,CMR,ZAF,monocl_Ab
rsv_cases,mcmarcel,218567.1,218569,88.8,218418,218677,CMR,ZAF,monocl_Ab
rsv_cases,own,224567.5,224586,671.5,223438,225395.1,CMR,ZAF,monocl_Ab
rsv_deaths,mcmarcel,424.3,339,320.4,100,825.1,CMR,ZAF,monocl_Ab
rsv_deaths,own,651.2,517,500.9,154,1282,CMR,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,39.7,30,33.1,9,78,CMR,ZAF,monocl_Ab
rsv_deaths_averted,own,238.3,186,189.7,54,475.1,CMR,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,11889.2,9310,9254.1,2822.8,22944.3,CMR,ZAF,monocl_Ab
total_DALY_0to1y,own,35492,28048,27441,8473.9,69835.3,CMR,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2433.4,1853,2006,539,4749.2,CMR,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,14474.9,11351,11424.7,3382,28737.2,CMR,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1981193.5,1650211.5,1353366.4,541710.8,3645116.4,CMR,ZAF,monocl_Ab
total_medical_cost_0to1y,own,4563410,3814503,3040131.3,1335578.6,8276871.5,CMR,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,357848,292121.5,255815.5,92779.5,682497.5,CMR,ZAF,monocl_Ab
total_medical_cost_averted,own,1715289.9,1433791.5,1142721.4,502015.5,3111102.2,CMR,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,80303.9,57902,74692.9,14051.4,165947.3,CAF,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,185398.3,137765,165673.3,32989.6,381604,CAF,ZAF,monocl_Ab
hosp_cases,mcmarcel,3179.4,2651,2106.1,898,5874.2,CAF,ZAF,monocl_Ab
hosp_cases,own,3309.1,2757.5,2191.7,936,6113.3,CAF,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,190.2,152.5,138.4,48,365,CAF,ZAF,monocl_Ab
hosp_cases_averted,own,912.6,760.5,604.5,258,1686.1,CAF,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,535209.8,539761,16975.2,501873,550913.1,CAF,ZAF,monocl_Ab
incremental_cost_0to1y,own,444204.4,461150.5,73214.8,301360.1,515967.9,CAF,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2818.8,2105.7,2496.6,600.6,5628.1,CAF,ZAF,monocl_Ab
net_cost/DALY_averted,own,389.7,290.1,339,70.5,795.7,CAF,ZAF,monocl_Ab
rsv_cases,mcmarcel,36132.3,36133,19.4,36100,36156,CAF,ZAF,monocl_Ab
rsv_cases,own,37608,37612,168.3,37326,37816,CAF,ZAF,monocl_Ab
rsv_deaths,mcmarcel,70.3,56,53.1,17,137,CAF,ZAF,monocl_Ab
rsv_deaths,own,109.4,87,84.2,26,215,CAF,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,5.9,4,4.9,1,12,CAF,ZAF,monocl_Ab
rsv_deaths_averted,own,35.6,28,28.3,8,71,CAF,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,1846.3,1447,1434.9,439,3560.2,CAF,ZAF,monocl_Ab
total_DALY_0to1y,own,5513.2,4351.5,4259.1,1319.9,10849.1,CAF,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,334.7,255,275.5,74,653,CAF,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,1991.6,1563.5,1570.7,466,3952.4,CAF,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,148937.4,122572,99722,41621.4,273886.5,CAF,ZAF,monocl_Ab
total_medical_cost_0to1y,own,344477.9,293709,219339.6,100049.2,628920.8,CAF,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,23980.2,19429,16975.2,6244.6,45207.6,CAF,ZAF,monocl_Ab
total_medical_cost_averted,own,114985.6,98039,73214.8,33395.8,209932,CAF,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,380002.2,272241.5,355990.1,63493.4,807388.6,TCD,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,878734.6,633184,800932.9,151223.3,1831060.6,TCD,ZAF,monocl_Ab
hosp_cases,mcmarcel,12941,10790.5,8572.4,3656.9,23908.2,TCD,ZAF,monocl_Ab
hosp_cases,own,13469.8,11225,8921.2,3811,24885.1,TCD,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,936.5,751,681.4,235,1799,TCD,ZAF,monocl_Ab
hosp_cases_averted,own,4493,3744,2975.8,1271,8300.4,TCD,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2485166,2511036,101047.9,2295254.5,2578452.5,TCD,ZAF,monocl_Ab
incremental_cost_0to1y,own,1953020.7,2066059,454064,1110578.4,2382705.4,TCD,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2706.5,2019.8,2408.4,570.8,5388.7,TCD,ZAF,monocl_Ab
net_cost/DALY_averted,own,358.5,263,328.3,54.6,745.8,TCD,ZAF,monocl_Ab
rsv_cases,mcmarcel,147069.2,147071,75.8,146942,147163,TCD,ZAF,monocl_Ab
rsv_cases,own,153083.8,153102,696.8,151916,153944,TCD,ZAF,monocl_Ab
rsv_deaths,mcmarcel,286.1,229,216,68,556.1,TCD,ZAF,monocl_Ab
rsv_deaths,own,445.1,353,342.5,105,876.1,TCD,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,29.1,22,24.2,6,57,TCD,ZAF,monocl_Ab
rsv_deaths_averted,own,175.2,137,139.5,40,349,TCD,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,7395.2,5795.5,5745.8,1759,14258.1,TCD,ZAF,monocl_Ab
total_DALY_0to1y,own,22083.8,17430,17057.8,5288.7,43455.2,TCD,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1621.9,1236,1334.5,360,3163,TCD,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,9650.2,7576.5,7609.6,2260.9,19146.1,TCD,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,717236.3,595358,497573.9,198375.1,1318855.8,TCD,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1663596.7,1383600.5,1124714.4,469550,3053094.3,TCD,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,139473.7,113604,101047.9,35852.2,265184.1,TCD,ZAF,monocl_Ab
total_medical_cost_averted,own,671618.9,558580,454064.1,189564.1,1232580.5,TCD,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,21959.3,15999,19911.3,3581.9,45776.1,COM,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,50450.7,37433,44268.6,8666,104101,COM,ZAF,monocl_Ab
hosp_cases,mcmarcel,628.8,524,416.5,178,1161.1,COM,ZAF,monocl_Ab
hosp_cases,own,644.1,537.5,426.6,182,1189,COM,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,55.9,45,40.7,14,107,COM,ZAF,monocl_Ab
hosp_cases_averted,own,267.3,223,177,76,494,COM,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,128688.4,131081.5,9227.3,111194.6,137399.3,COM,ZAF,monocl_Ab
incremental_cost_0to1y,own,78990,88356,40123.2,1286,118409.6,COM,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2041.5,1509.2,1859.2,413,4058,COM,ZAF,monocl_Ab
net_cost/DALY_averted,own,214.7,152.9,233.2,1.7,474.3,COM,ZAF,monocl_Ab
rsv_cases,mcmarcel,7145.9,7146,1.7,7143,7148,COM,ZAF,monocl_Ab
rsv_cases,own,7319.7,7320,17.3,7290,7341,COM,ZAF,monocl_Ab
rsv_deaths,mcmarcel,13.9,11,10.5,3,27,COM,ZAF,monocl_Ab
rsv_deaths,own,21.2,17,16.3,5,42,COM,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,1.7,1,1.5,0,3,COM,ZAF,monocl_Ab
rsv_deaths_averted,own,10.4,8,8.3,2,21,COM,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,408.7,320,318.4,97,789.1,COM,ZAF,monocl_Ab
total_DALY_0to1y,own,1219.9,964.5,943.6,291,2400,COM,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,112.3,85.5,92.7,25,219.1,COM,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,668.1,524,527.5,156,1325.7,COM,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,54165.7,45462.5,35967.7,14454,99838.1,COM,ZAF,monocl_Ab
total_medical_cost_0to1y,own,124525.8,105964,79517.6,34541.8,225674.8,COM,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,13135.1,10741.5,9227.3,3367.9,24561.2,COM,ZAF,monocl_Ab
total_medical_cost_averted,own,62833.5,53468,40123.2,17429,113871.5,COM,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,345692.2,255126.5,316568.7,63920.2,705743.2,COG,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,791112.3,592186,699622.9,152959.5,1609885.2,COG,ZAF,monocl_Ab
hosp_cases,mcmarcel,4066.1,3389.5,2693.5,1149,7508,COG,ZAF,monocl_Ab
hosp_cases,own,4137,3450.5,2740.3,1170,7641.9,COG,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,312.8,251,228,78,600.2,COG,ZAF,monocl_Ab
hosp_cases_averted,own,1492.1,1244.5,988.3,422,2756.3,COG,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,712356.7,741727.5,114199.3,493521.8,820052.5,COG,ZAF,monocl_Ab
incremental_cost_0to1y,own,102233.6,223550,501971.3,-852007.4,590869.8,COG,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2012.9,1459.6,1922.5,342.5,4121.1,COG,ZAF,monocl_Ab
net_cost/DALY_averted,own,86.9,61.2,281.3,-245.7,363.1,COG,ZAF,monocl_Ab
rsv_cases,mcmarcel,46209.6,46210,10.8,46191,46223,COG,ZAF,monocl_Ab
rsv_cases,own,47015.8,47019,85.1,46871,47120.1,COG,ZAF,monocl_Ab
rsv_deaths,mcmarcel,89.6,72,67.7,21,174,COG,ZAF,monocl_Ab
rsv_deaths,own,136,108,104.6,32,268,COG,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,9.7,7,8.1,2,19,COG,ZAF,monocl_Ab
rsv_deaths_averted,own,58.1,45,46.3,13,116,COG,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,2696.6,2109.5,2101.9,637.9,5210.4,COG,ZAF,monocl_Ab
total_DALY_0to1y,own,8047.6,6360,6226.9,1919,15828.5,COG,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,646.5,492,533.7,143,1260.3,COG,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,3844.6,3016,3036.7,897,7628.5,COG,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,766910.6,634921,516508.8,210973.9,1426110.9,COG,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1756044.4,1479961,1142352,506239.7,3178222.6,COG,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,161516.3,132145.5,114199.3,41517.8,305368.8,COG,ZAF,monocl_Ab
total_medical_cost_averted,own,771639.5,650323,501971.3,222450.9,1396571.9,COG,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,940492,670922,895043,153916.7,1960219.6,CIV,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,2157052.7,1548111,1982809,379590.6,4488546.9,CIV,ZAF,monocl_Ab
hosp_cases,mcmarcel,17604,14678,11661.3,4973.9,32516.6,CIV,ZAF,monocl_Ab
hosp_cases,own,18060.6,15056,11962.5,5107.8,33344.6,CIV,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1585.2,1271,1154.6,397,3043.2,CIV,ZAF,monocl_Ab
hosp_cases_averted,own,7578.1,6317.5,5019.4,2142.9,13991.2,CIV,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,4377374.1,4477218.5,368171.8,3669526,4711553.7,CIV,ZAF,monocl_Ab
incremental_cost_0to1y,own,2489851.8,2889855,1600517.7,-626840.6,4020591.9,CIV,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2810.5,2079,2552.1,559.4,5584.3,CIV,ZAF,monocl_Ab
net_cost/DALY_averted,own,286.9,204.4,327.2,-26.5,670.9,CIV,ZAF,monocl_Ab
rsv_cases,mcmarcel,200061.9,200064.5,83.5,199921,200165,CIV,ZAF,monocl_Ab
rsv_cases,own,205255.1,205271,589.9,204264,205981.1,CIV,ZAF,monocl_Ab
rsv_deaths,mcmarcel,388.3,310,293.2,92,755.1,CIV,ZAF,monocl_Ab
rsv_deaths,own,595,472,457.7,141,1172,CIV,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,49.3,37,41,11,97,CIV,ZAF,monocl_Ab
rsv_deaths_averted,own,295.3,231,235.1,67,588.2,CIV,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,10021.4,7849,7793.5,2384.9,19333.3,CIV,ZAF,monocl_Ab
total_DALY_0to1y,own,29920.6,23652.5,23116.3,7160.8,58851.3,CIV,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2784.1,2120,2293.5,618,5430.4,CIV,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,16561.6,12987.5,13062.7,3878,32866.6,CIV,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2037379.8,1666679,1424572.7,544957.9,3816409,CIV,ZAF,monocl_Ab
total_medical_cost_0to1y,own,4680389.6,3896020.5,3138467.2,1326996.2,8584843.6,CIV,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,499326.5,399481.5,368171.8,126785.2,944246,CIV,ZAF,monocl_Ab
total_medical_cost_averted,own,2386848.8,1986846,1600517.7,676725.5,4377995.1,CIV,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,654620.5,476118,622608.9,106636.7,1349157.5,COD,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1506925.9,1119536,1388725.5,253776.9,3102941.4,COD,ZAF,monocl_Ab
hosp_cases,mcmarcel,68846.4,57406,45605.5,19453.6,127184.7,COD,ZAF,monocl_Ab
hosp_cases,own,70974.6,59135.5,47009.5,20077.5,131064.9,COD,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,6039.7,4843.5,4397.6,1512,11591.8,COD,ZAF,monocl_Ab
hosp_cases_averted,own,28909.9,24087.5,19148.3,8177.8,53386.4,COD,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,17262540.6,17381357.5,449557.7,16446303.3,17657936.1,COD,ZAF,monocl_Ab
incremental_cost_0to1y,own,15102196,15609612.5,1974349.9,11369434.9,16887324.6,COD,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2588.2,1923.4,2289.4,565,5133.8,COD,ZAF,monocl_Ab
net_cost/DALY_averted,own,369.3,276.6,314.7,78.5,735.7,COD,ZAF,monocl_Ab
rsv_cases,mcmarcel,782411.9,782420,373.7,781786,782875.1,COD,ZAF,monocl_Ab
rsv_cases,own,806616.1,806690.5,2753.4,801992.8,810009.4,COD,ZAF,monocl_Ab
rsv_deaths,mcmarcel,1519.7,1215,1147.4,359,2954.5,COD,ZAF,monocl_Ab
rsv_deaths,own,2340.7,1857,1800.8,554,4607.1,COD,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,187.7,142,156.2,40,368,COD,ZAF,monocl_Ab
rsv_deaths_averted,own,1126.9,880.5,897.3,256,2246.4,COD,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,43601.1,34151.5,33938.3,10336.4,84126.1,COD,ZAF,monocl_Ab
total_DALY_0to1y,own,130159.8,102824.5,100649.8,31060.9,256147.9,COD,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,11727.7,8928.5,9667.2,2596,22884.8,COD,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,69766.1,54730,55072.4,16293.7,138553,COD,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2404439.3,1936419.5,1804802.7,609817.4,4527065.4,COD,ZAF,monocl_Ab
total_medical_cost_0to1y,own,5528208.8,4501787.5,3993789,1484401.3,10154493.7,COD,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,572553.5,453736.5,449557.7,135826.4,1110283.7,COD,ZAF,monocl_Ab
total_medical_cost_averted,own,2732898.1,2225481.5,1974349.9,733821.2,5019926.1,COD,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,41393.7,30247,37381,7139.7,86077.7,DJI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,95203.6,70307.5,83681.7,17091.3,195029.8,DJI,ZAF,monocl_Ab
hosp_cases,mcmarcel,470.9,392.5,312,133,869.2,DJI,ZAF,monocl_Ab
hosp_cases,own,482.7,402.5,319.7,136,891,DJI,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,40.1,32,29.2,10,77,DJI,ZAF,monocl_Ab
hosp_cases_averted,own,191.8,160,127,54,354,DJI,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,89641.3,93273,15038.9,60876.6,104035.7,DJI,ZAF,monocl_Ab
incremental_cost_0to1y,own,6269.8,21143.5,64830.5,-120397.1,72027.4,DJI,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2067.4,1492.7,1975.6,352.1,4242.2,DJI,ZAF,monocl_Ab
net_cost/DALY_averted,own,66.9,46.1,309.5,-298.6,358.9,DJI,ZAF,monocl_Ab
rsv_cases,mcmarcel,5352.1,5352,1.2,5350,5353,DJI,ZAF,monocl_Ab
rsv_cases,own,5485.4,5486,14.1,5462,5503,DJI,ZAF,monocl_Ab
rsv_deaths,mcmarcel,10.4,8,7.8,2,20,DJI,ZAF,monocl_Ab
rsv_deaths,own,15.9,13,12.2,4,31,DJI,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,1.2,1,1.1,0,2,DJI,ZAF,monocl_Ab
rsv_deaths_averted,own,7.5,6,6,2,15,DJI,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,301.1,236,234.5,71,581.1,DJI,ZAF,monocl_Ab
total_DALY_0to1y,own,898.7,710.5,695.1,214,1768,DJI,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,79.2,60,65.4,18,155,DJI,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,471.2,369.5,372,110,935.4,DJI,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,94826.6,80689,61191.4,26375,171831.3,DJI,ZAF,monocl_Ab
total_medical_cost_0to1y,own,218135.3,187341,134226.7,64669.8,394866.1,DJI,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,21986.2,18355,15038.9,5749.6,40679.3,DJI,ZAF,monocl_Ab
total_medical_cost_averted,own,105357.7,90484.5,64830.5,31235.4,190717.6,DJI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,42261.2,30166.5,40321.8,7060.8,87381.7,ERI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,96458.5,69953.5,89093.5,16875.7,197090.1,ERI,ZAF,monocl_Ab
hosp_cases,mcmarcel,3712.8,3095.5,2459.5,1049,6857.6,ERI,ZAF,monocl_Ab
hosp_cases,own,3759,3136.5,2489.9,1063,6945.3,ERI,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,335.9,269,244.8,84,645.1,ERI,ZAF,monocl_Ab
hosp_cases_averted,own,1599.7,1335,1059.6,452,2955.6,ERI,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,886891.1,891337.5,18412.2,851341.3,905062.8,ERI,ZAF,monocl_Ab
incremental_cost_0to1y,own,763182.1,780331,76769.7,616026.2,841203.5,ERI,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2248.8,1679.7,1996.8,486.6,4457.2,ERI,ZAF,monocl_Ab
net_cost/DALY_averted,own,316.6,236.6,268.3,67.1,633.9,ERI,ZAF,monocl_Ab
rsv_cases,mcmarcel,42194.5,42195,16.1,42167,42214,ERI,ZAF,monocl_Ab
rsv_cases,own,42719.4,42722,62.7,42612,42796,ERI,ZAF,monocl_Ab
rsv_deaths,mcmarcel,81.7,65,61.7,19,159,ERI,ZAF,monocl_Ab
rsv_deaths,own,123.5,98,94.9,29,243,ERI,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,10.4,8,8.7,2,20,ERI,ZAF,monocl_Ab
rsv_deaths_averted,own,62.3,49,49.6,14,124,ERI,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,2453,1919,1912.4,580,4741,ERI,ZAF,monocl_Ab
total_DALY_0to1y,own,7320.2,5784,5664.3,1746,14400,ERI,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,695.6,530,574.4,154,1356.2,ERI,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,4136.8,3246,3267.7,965,8205.7,ERI,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,131886.7,116827,68489.9,52355.8,220544.8,ERI,ZAF,monocl_Ab
total_medical_cost_0to1y,own,301433.1,268406,147849.8,128093.6,489023.5,ERI,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,32807.3,28361,18412.2,12115.9,56668.3,ERI,ZAF,monocl_Ab
total_medical_cost_averted,own,156516.3,139367,76769.6,66511.3,253921.3,ERI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1725451.1,1257513,1596006.7,291471.2,3578727.7,ETH,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,3936399.2,2903172,3515933.5,714424.1,8094410,ETH,ZAF,monocl_Ab
hosp_cases,mcmarcel,75435.5,62896,49970.4,21314.7,139335.5,ETH,ZAF,monocl_Ab
hosp_cases,own,76561.8,63861,50713.4,21655.5,141419.4,ETH,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,6491.8,5204.5,4731.2,1622,12454.3,ETH,ZAF,monocl_Ab
hosp_cases_averted,own,30935.6,25804,20491.3,8749.8,57142,ETH,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,16871415.4,17024182.5,590502.8,15732992.9,17423160,ETH,ZAF,monocl_Ab
incremental_cost_0to1y,own,13759312.3,14384122.5,2545574.7,8886393.2,16228200.5,ETH,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2205.6,1643.4,1968.9,465.1,4396.1,ETH,ZAF,monocl_Ab
net_cost/DALY_averted,own,299.6,220.8,266.3,52.4,613.1,ETH,ZAF,monocl_Ab
rsv_cases,mcmarcel,857293.1,857304,351.1,856699.9,857725.1,ETH,ZAF,monocl_Ab
rsv_cases,own,870102.5,870148.5,1583.3,867430.8,872053.2,ETH,ZAF,monocl_Ab
rsv_deaths,mcmarcel,1661.5,1328,1254.8,392,3235,ETH,ZAF,monocl_Ab
rsv_deaths,own,2516.2,1996.5,1934.7,595,4953.3,ETH,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,201.7,153,168,43,395.1,ETH,ZAF,monocl_Ab
rsv_deaths_averted,own,1204.8,942.5,959.2,274,2398.8,ETH,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,50382.8,39413.5,39274.9,11910.5,97353.8,ETH,ZAF,monocl_Ab
total_DALY_0to1y,own,150358.4,118829.5,116351,35842.9,295736.5,ETH,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,13550.5,10315,11188.3,2991,26427.9,ETH,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,80590.8,63216,63660.5,18787.9,159918,ETH,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,3503169.6,2920113,2362004.5,967621.2,6535069.2,ETH,ZAF,monocl_Ab
total_medical_cost_0to1y,own,7997421.1,6729178.5,5167020.2,2342443.5,14461839.2,ETH,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,827891.8,675125,590502.7,213069.2,1564669,ETH,ZAF,monocl_Ab
total_medical_cost_averted,own,3939994.9,3315184.5,2545574.8,1154023.6,7124743.5,ETH,ZAF,monocl_Ab
