variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib
net_cost/DALY_averted,mcmarcel,1885.4,1378.4,1724.1,397,3752.2,COD,KEN
net_cost/DALY_averted,own,258.5,191.1,237.5,48.5,516.5,COD,KEN
rsv_cases,mcmarcel,782414.4,782424,367.6,781789,782873,COD,KEN
rsv_cases,own,800207.1,800310,2687.9,795607,803514.8,COD,KEN
rsv_deaths,mcmarcel,1514.9,1183,1142.8,365,3000.6,COD,KEN
rsv_deaths,own,2108.5,1663.5,1610.6,498.9,4106,COD,KEN
rsv_deaths_averted,mcmarcel,134.6,102,114.5,28,272,COD,KEN
rsv_deaths_averted,own,788.9,607,637.5,178,1538,COD,KEN
total_DALY_0to1y,mcmarcel,43378.4,34066,33659.5,10253.5,85389.6,COD,KEN
total_DALY_0to1y,own,106103.2,82825,82111.3,25532.9,204215.5,COD,KEN
total_DALY_0to1y_averted,mcmarcel,8386.2,6352,7073.6,1782.8,16824.1,COD,KEN
total_DALY_0to1y_averted,own,48779.6,37612.5,39092.3,11329.9,94703.1,COD,KEN
total_medical_cost_0to1y,mcmarcel,2384798.5,1922432,1771490.6,607301.6,4497372.4,COD,KEN
total_medical_cost_0to1y,own,4681668.5,3776749.5,3398316.2,1225971.2,8667774.3,COD,KEN
total_medical_cost_averted,mcmarcel,389871.1,303416.5,306063.6,91384,754423.1,COD,KEN
total_medical_cost_averted,own,1878664.5,1515538,1363679.6,491959.1,3478212.9,COD,KEN
cost_rsv_hosp_0to1y,mcmarcel,41092.5,29692.5,38281.7,7428.3,84534.2,DJI,KEN
cost_rsv_hosp_0to1y,own,80114.5,59425,72387.8,14856.1,163901.6,DJI,KEN
hosp_cases,mcmarcel,467.6,386,310.8,135,868,DJI,KEN
hosp_cases,own,476.1,393,316.5,138,884,DJI,KEN
hosp_cases_averted,mcmarcel,27.4,22,20.6,7,52,DJI,KEN
hosp_cases_averted,own,131,108,87.1,38,243,DJI,KEN
incremental_cost_0to1y,mcmarcel,42661.9,45473,10884.8,22138,52792.6,DJI,KEN
incremental_cost_0to1y,own,-14380.9,-3631,45392.5,-100988.3,30436.1,DJI,KEN
net_cost/DALY_averted,mcmarcel,1447.2,1010.7,1501.1,189.9,3065.7,DJI,KEN
net_cost/DALY_averted,own,-23.6,-11.4,262,-387.7,193.1,DJI,KEN
rsv_cases,mcmarcel,5352.1,5352,1.1,5350,5353,DJI,KEN
rsv_cases,own,5450.1,5451,13.8,5426,5467,DJI,KEN
rsv_deaths,mcmarcel,10.4,8,7.8,2,21,DJI,KEN
rsv_deaths,own,14.3,11,11,3,28,DJI,KEN
rsv_deaths_averted,mcmarcel,0.9,1,0.9,0,2,DJI,KEN
rsv_deaths_averted,own,5.2,4,4.2,1,10,DJI,KEN
total_DALY_0to1y,mcmarcel,299.5,235,232.5,71,590,DJI,KEN
total_DALY_0to1y,own,732.6,572,567,177,1409.1,DJI,KEN
total_DALY_0to1y_averted,mcmarcel,56.6,43,47.8,12,114,DJI,KEN
total_DALY_0to1y_averted,own,329.5,254,264.1,76,640,DJI,KEN
total_medical_cost_0to1y,mcmarcel,94611.2,79065,62497.7,26267.3,172339.9,DJI,KEN
total_medical_cost_0to1y,own,184287.3,156846.5,115870.4,54000.5,330454.7,DJI,KEN
total_medical_cost_averted,mcmarcel,15152.3,12341.5,10884.8,3738.8,28711.5,DJI,KEN
total_medical_cost_averted,own,72195,61445,45392.5,21155.2,129456.8,DJI,KEN
cost_rsv_hosp_0to1y,mcmarcel,41487.8,30638,39709.9,7130.6,84007.7,ERI,KEN
cost_rsv_hosp_0to1y,own,80650.4,60096,74777.4,14530.6,163937.4,ERI,KEN
hosp_cases,mcmarcel,3686.2,3043.5,2450.5,1067,6842.1,ERI,KEN
hosp_cases,own,3719.8,3072,2472.7,1077.9,6904,ERI,KEN
hosp_cases_averted,mcmarcel,229.2,182.5,172.2,58,437,ERI,KEN
hosp_cases_averted,own,1091.9,902,725.8,316,2027,ERI,KEN
incremental_cost_0to1y,mcmarcel,447978.4,450943,13044.1,422707.7,460609.6,ERI,KEN
incremental_cost_0to1y,own,363311.1,374961,52828.3,262615.5,416200,ERI,KEN
net_cost/DALY_averted,mcmarcel,1629.1,1189.9,1500.7,341.6,3265,ERI,KEN
net_cost/DALY_averted,own,219.6,164.3,199.3,42.9,442.6,ERI,KEN
rsv_cases,mcmarcel,42194.6,42196,15.9,42167,42214,ERI,KEN
rsv_cases,own,42579.1,42583,61.5,42472,42654,ERI,KEN
rsv_deaths,mcmarcel,81.5,64,61.5,20,162,ERI,KEN
rsv_deaths,own,111.6,88,85.2,26,217,ERI,KEN
rsv_deaths_averted,mcmarcel,7.5,6,6.4,2,15,ERI,KEN
rsv_deaths_averted,own,43.6,34,35.2,10,85,ERI,KEN
total_DALY_0to1y,mcmarcel,2440.4,1916,1896.4,575,4809,ERI,KEN
total_DALY_0to1y,own,5967.2,4656,4620.8,1432.9,11477.9,ERI,KEN
total_DALY_0to1y_averted,mcmarcel,497.4,376,420.3,105,999.2,ERI,KEN
total_DALY_0to1y_averted,own,2892.4,2232.5,2319.4,669.9,5615.5,ERI,KEN
total_medical_cost_0to1y,mcmarcel,131182.9,116490,68667.4,51957.4,217126.5,ERI,KEN
total_medical_cost_0to1y,own,254750.7,227046,125631.8,108211.1,409665.9,ERI,KEN
total_medical_cost_averted,mcmarcel,22455.5,19491,13044.1,7888.8,38451.1,ERI,KEN
total_medical_cost_averted,own,107122.8,95473,52828.3,45503.2,172265.3,ERI,KEN
cost_rsv_hosp_0to1y,mcmarcel,1702591.3,1217651,1541295.4,291201.9,3559395.1,ETH,KEN
cost_rsv_hosp_0to1y,own,3307277.1,2416650,2909243.8,585026.4,6861655.1,ETH,KEN
hosp_cases,mcmarcel,74894.9,61837.5,49788.9,21687.5,139012.3,ETH,KEN
hosp_cases,own,75717,62531,50332.3,21930.6,140579.4,ETH,KEN
hosp_cases_averted,mcmarcel,4430.7,3529.5,3328.6,1124.8,8446.2,ETH,KEN
hosp_cases_averted,own,21118.3,17440.5,14038.2,6116.4,39209.1,ETH,KEN
incremental_cost_0to1y,mcmarcel,8555839.3,8665181,410548.6,7748368.7,8934589.4,ETH,KEN
incremental_cost_0to1y,own,6426284.1,6853286.5,1741356,3042694.2,8121880.7,ETH,KEN
net_cost/DALY_averted,mcmarcel,1607.5,1168.9,1491.7,324.1,3244.2,ETH,KEN
net_cost/DALY_averted,own,206.8,147.8,201.8,27.5,431.7,ETH,KEN
rsv_cases,mcmarcel,857295.5,857310,345.5,856700,857722,ETH,KEN
rsv_cases,own,866711.5,866775,1552.1,864041,868629,ETH,KEN
rsv_deaths,mcmarcel,1656.2,1293,1249.7,400,3283.8,ETH,KEN
rsv_deaths,own,2274,1794.5,1736,538,4417.3,ETH,KEN
rsv_deaths_averted,mcmarcel,144.4,109,123,30,292,ETH,KEN
rsv_deaths_averted,own,842.8,649,681.1,190,1641.1,ETH,KEN
total_DALY_0to1y,mcmarcel,50123.8,39360.5,38948.3,11811,98763.6,ETH,KEN
total_DALY_0to1y,own,122567.3,95617.5,94917.8,29440.5,235839.1,ETH,KEN
total_DALY_0to1y_averted,mcmarcel,9689.9,7331,8186.8,2052.9,19474.3,ETH,KEN
total_DALY_0to1y_averted,own,56347.6,43475,45187.1,13049.8,109424.5,ETH,KEN
total_medical_cost_0to1y,mcmarcel,3476611.9,2876548.5,2347154.5,964614.4,6403820,ETH,KEN
total_medical_cost_0to1y,own,6751429.2,5681417.5,4363605.5,1930338.1,12298275.1,ETH,KEN
total_medical_cost_averted,mcmarcel,564694.1,455352.5,410548.6,141777.8,1075666.9,ETH,KEN
total_medical_cost_averted,own,2694249.4,2267246.5,1741356,770327.3,4907793.2,ETH,KEN
cost_rsv_hosp_0to1y,mcmarcel,68183.9,49867,66516.9,11993.3,140153.2,GMB,KEN
cost_rsv_hosp_0to1y,own,132681.5,99184.5,123262.3,23267,270422.7,GMB,KEN
hosp_cases,mcmarcel,1839.7,1519,1223,533,3416,GMB,KEN
hosp_cases,own,1869.3,1544,1242.6,541,3471,GMB,KEN
hosp_cases_averted,mcmarcel,117,93,87.9,30,223,GMB,KEN
hosp_cases_averted,own,558.5,461,371.3,162,1037,GMB,KEN
incremental_cost_0to1y,mcmarcel,203619.3,211170.5,27709.5,153209.9,227580.2,GMB,KEN
incremental_cost_0to1y,own,68803.8,97102,117748.8,-147189.3,177323.5,GMB,KEN
net_cost/DALY_averted,mcmarcel,1584.5,1146.2,1521.1,296.3,3214.9,GMB,KEN
net_cost/DALY_averted,own,103.9,76.4,214.4,-118.5,313.2,GMB,KEN
rsv_cases,mcmarcel,21058.6,21059,4,21052,21063,GMB,KEN
rsv_cases,own,21396.9,21399,47.9,21315,21456,GMB,KEN
rsv_deaths,mcmarcel,40.7,32,30.7,10,81,GMB,KEN
rsv_deaths,own,56.2,44,42.9,13,109.1,GMB,KEN
rsv_deaths_averted,mcmarcel,3.8,3,3.3,1,8,GMB,KEN
rsv_deaths_averted,own,22.3,17,18,5,43,GMB,KEN
total_DALY_0to1y,mcmarcel,1149.9,903,892.7,272,2264.1,GMB,KEN
total_DALY_0to1y,own,2812.4,2195,2176.4,677.9,5409.3,GMB,KEN
total_DALY_0to1y_averted,mcmarcel,236.8,179,199.9,50,476,GMB,KEN
total_DALY_0to1y_averted,own,1377.3,1063,1103.8,320,2675.2,GMB,KEN
total_medical_cost_0to1y,mcmarcel,205251.3,167604,148421.7,55545.2,378233.1,GMB,KEN
total_medical_cost_0to1y,own,400062.5,333651.5,276335.9,112600.8,732215.4,GMB,KEN
total_medical_cost_averted,mcmarcel,35654.1,28103,27709.5,8846.9,68305.5,GMB,KEN
total_medical_cost_averted,own,170469.6,142171.5,117748.8,47980.2,312002.3,GMB,KEN
cost_rsv_hosp_0to1y,mcmarcel,681840.1,495514.5,626727.8,113539.8,1419665,GHA,KEN
cost_rsv_hosp_0to1y,own,1323700.4,972517,1177321.5,229492.7,2775599.4,GHA,KEN
hosp_cases,mcmarcel,18148.2,14982.5,12064.7,5255,33692.4,GHA,KEN
hosp_cases,own,18394.5,15191,12227.5,5327.4,34158,GHA,KEN
hosp_cases_averted,mcmarcel,1102.1,878,827.9,280,2101,GHA,KEN
hosp_cases_averted,own,5257.5,4342,3494.9,1522.9,9763,GHA,KEN
incremental_cost_0to1y,mcmarcel,2218893.4,2270109.5,195948.4,1831521,2396951,GHA,KEN
incremental_cost_0to1y,own,1237245.5,1436036,829911.1,-376218.3,2041148,GHA,KEN
net_cost/DALY_averted,mcmarcel,1774,1293,1677.2,343.4,3595.7,GHA,KEN
net_cost/DALY_averted,own,177.6,123.7,220.6,-20.1,422.9,GHA,KEN
rsv_cases,mcmarcel,207735.7,207738,50.7,207648,207798,GHA,KEN
rsv_cases,own,210556.8,210573.5,411,209850,211065,GHA,KEN
rsv_deaths,mcmarcel,401.5,313.5,303,97,796.1,GHA,KEN
rsv_deaths,own,553,436,422.2,131,1075.1,GHA,KEN
rsv_deaths_averted,mcmarcel,35.9,27,30.6,7,73,GHA,KEN
rsv_deaths_averted,own,209.9,162,169.6,47,409,GHA,KEN
total_DALY_0to1y,mcmarcel,11612.6,9120,9018.4,2740.8,22873.7,GHA,KEN
total_DALY_0to1y,own,28398.8,22157.5,21982.9,6833.8,54622.7,GHA,KEN
total_DALY_0to1y_averted,mcmarcel,2294,1736,1937.1,486.9,4610.1,GHA,KEN
total_DALY_0to1y_averted,own,13340,10292.5,10693.6,3093.5,25905.5,GHA,KEN
total_medical_cost_0to1y,mcmarcel,1566078.9,1300489.5,1093093.6,407358,2958160.7,GHA,KEN
total_medical_cost_0to1y,own,3043350,2556437.5,2032764,834861.3,5656451,GHA,KEN
total_medical_cost_averted,mcmarcel,260852.3,209636.5,195948.4,61100.2,500519.5,GHA,KEN
total_medical_cost_averted,own,1242500.2,1043709.5,829911.1,340846.4,2309343.5,GHA,KEN
cost_rsv_hosp_0to1y,mcmarcel,358814.9,239642,401102.6,48581.9,758744.5,GIN,KEN
cost_rsv_hosp_0to1y,own,699706.3,470684.5,771387.7,99070.3,1477494.7,GIN,KEN
hosp_cases,mcmarcel,10323.7,8523.5,6863,2989.8,19156.5,GIN,KEN
hosp_cases,own,10488.2,8658.5,6971.7,3037.7,19476.8,GIN,KEN
hosp_cases_averted,mcmarcel,575.9,459,432.4,146,1097,GIN,KEN
hosp_cases_averted,own,2749.3,2270,1827.5,796.9,5105.2,GIN,KEN
incremental_cost_0to1y,mcmarcel,1091327.5,1110333,64231.8,973308,1137426.3,GIN,KEN
incremental_cost_0to1y,own,861379.9,947267.5,288381.8,349806.4,1073272.1,GIN,KEN
net_cost/DALY_averted,mcmarcel,1677.8,1223.5,1558.4,325.9,3381.1,GIN,KEN
net_cost/DALY_averted,own,232.6,168.7,230.7,25,481.9,GIN,KEN
rsv_cases,mcmarcel,118172.2,118175,71.4,118050,118260,GIN,KEN
rsv_cases,own,120055.3,120067,319.2,119509,120449,GIN,KEN
rsv_deaths,mcmarcel,228.5,178,172.4,55,453.1,GIN,KEN
rsv_deaths,own,315.5,249,241,75,614.1,GIN,KEN
rsv_deaths_averted,mcmarcel,18.8,14,16,4,38,GIN,KEN
rsv_deaths_averted,own,109.7,84.5,88.7,25,214,GIN,KEN
total_DALY_0to1y,mcmarcel,6571.8,5160.5,5101.6,1551.9,12942,GIN,KEN
total_DALY_0to1y,own,16073.4,12542,12440.8,3872.2,30925.5,GIN,KEN
total_DALY_0to1y_averted,mcmarcel,1187.7,899,1002.4,252,2384.5,GIN,KEN
total_DALY_0to1y_averted,own,6907.7,5329,5536.8,1602.8,13420,GIN,KEN
total_medical_cost_0to1y,mcmarcel,398878.7,279928,401990.3,80500.8,806904,GIN,KEN
total_medical_cost_0to1y,own,777711.4,547985.5,771342,162650.9,1557766.2,GIN,KEN
total_medical_cost_averted,mcmarcel,60815.7,41810,64231.8,11259.7,124701.5,GIN,KEN
total_medical_cost_averted,own,290763.2,204875.5,288381.8,60810,582402.9,GIN,KEN
cost_rsv_hosp_0to1y,mcmarcel,39266.1,28342.5,36199.5,7374.2,80263.9,GNB,KEN
cost_rsv_hosp_0to1y,own,76895,56131.5,68624.6,15400.4,156759.4,GNB,KEN
hosp_cases,mcmarcel,1387.7,1146,922.5,402,2575.1,GNB,KEN
hosp_cases,own,1422.9,1175,945.8,412,2642.2,GNB,KEN
hosp_cases_averted,mcmarcel,76,61,57,19,145,GNB,KEN
hosp_cases_averted,own,363.6,300,241.7,105,675.1,GNB,KEN
incremental_cost_0to1y,mcmarcel,142825.1,146406.5,13046,118308.6,154376.4,GNB,KEN
incremental_cost_0to1y,own,80121,94436,56659.8,-25576.3,132887.6,GNB,KEN
net_cost/DALY_averted,mcmarcel,1744.6,1269.8,1628.6,342.3,3529,GNB,KEN
net_cost/DALY_averted,own,169.9,122.3,217,-23.9,394.6,GNB,KEN
rsv_cases,mcmarcel,15884.6,15885,8.4,15870,15895,GNB,KEN
rsv_cases,own,16288.3,16290,63.4,16180,16367,GNB,KEN
rsv_deaths,mcmarcel,30.8,24,23.2,7,61,GNB,KEN
rsv_deaths,own,43,34,32.8,10,84,GNB,KEN
rsv_deaths_averted,mcmarcel,2.5,2,2.1,1,5,GNB,KEN
rsv_deaths_averted,own,14.5,11,11.7,3,28,GNB,KEN
total_DALY_0to1y,mcmarcel,855.5,672,663.4,202,1683.2,GNB,KEN
total_DALY_0to1y,own,2092.7,1634,1619,504,4028.1,GNB,KEN
total_DALY_0to1y_averted,mcmarcel,149.2,113,125.8,32,299.1,GNB,KEN
total_DALY_0to1y_averted,own,868,669,695.4,202,1686.2,GNB,KEN
total_medical_cost_0to1y,mcmarcel,111768.1,90234,82598.5,27777.5,212300.7,GNB,KEN
total_medical_cost_0to1y,own,218805.1,179293,156396.4,57899.1,407898.4,GNB,KEN
total_medical_cost_averted,mcmarcel,16565.3,12984,13046,3768.3,32295.3,GNB,KEN
total_medical_cost_averted,own,79269.4,64955,56659.8,20975.7,147774.9,GNB,KEN
cost_rsv_hosp_0to1y,mcmarcel,2123341.5,1686229,1590234.2,541343.1,4066684.8,KEN,KEN
cost_rsv_hosp_0to1y,own,4126258.9,3341230.5,2955953.2,1108357.2,7837488.5,KEN,KEN
hosp_cases,mcmarcel,33011,27250.5,21945.4,9558.9,61291.4,KEN,KEN
hosp_cases,own,33385.8,27570.5,22193.1,9670,61970.3,KEN,KEN
hosp_cases_averted,mcmarcel,1827.1,1455.5,1372.9,463.9,3484,KEN,KEN
hosp_cases_averted,own,8710.5,7193,5790.3,2522.8,16168.1,KEN,KEN
incremental_cost_0to1y,mcmarcel,3258642.4,3397320.5,559174.9,2213736.8,3756550.5,KEN,KEN
incremental_cost_0to1y,own,390819.8,878251,2256175.5,-3862497.9,2557968.6,KEN,KEN
net_cost/DALY_averted,mcmarcel,1525,1079.3,1494.2,253.8,3163,KEN,KEN
net_cost/DALY_averted,own,63.9,41.2,205.8,-182.2,268.9,KEN,KEN
rsv_cases,mcmarcel,377865.1,377868,69,377747,377950,KEN,KEN
rsv_cases,own,382157.1,382184.5,591.2,381134.9,382882.1,KEN,KEN
rsv_deaths,mcmarcel,730,570,550.8,176,1447.3,KEN,KEN
rsv_deaths,own,1002.9,791.5,765.6,238,1948,KEN,KEN
rsv_deaths_averted,mcmarcel,59.5,45,50.7,12,120,KEN,KEN
rsv_deaths_averted,own,347.6,268,280.9,78,677,KEN,KEN
total_DALY_0to1y,mcmarcel,22250.7,17471.5,17292.9,5241.5,43848.9,KEN,KEN
total_DALY_0to1y,own,54406.6,42447.5,42135.8,13058.4,104666.1,KEN,KEN
total_DALY_0to1y_averted,mcmarcel,4021,3041.5,3398,851,8079.2,KEN,KEN
total_DALY_0to1y_averted,own,23380.8,18044.5,18750.9,5413.1,45396.5,KEN,KEN
total_medical_cost_0to1y,mcmarcel,5019559.8,4229847.5,3336126.2,1533435,8975799.6,KEN,KEN
total_medical_cost_0to1y,own,9732654.4,8426598.5,6045346.4,3153096,17213544,KEN,KEN
total_medical_cost_averted,mcmarcel,764488.1,625810,559174.9,212648.1,1399123.6,KEN,KEN
total_medical_cost_averted,own,3632310.7,3144879.5,2256175.5,1176762.8,6424243.8,KEN,KEN
cost_rsv_hosp_0to1y,mcmarcel,55806.4,40489.5,51282.2,10104.8,117227.6,LSO,KEN
cost_rsv_hosp_0to1y,own,108745.8,79679.5,97470.6,20094.6,223746.4,LSO,KEN
hosp_cases,mcmarcel,1380.9,1140,918,400,2563,LSO,KEN
hosp_cases,own,1401.2,1157,931.5,406,2602,LSO,KEN
hosp_cases_averted,mcmarcel,60.8,48,45.7,15,116,LSO,KEN
hosp_cases_averted,own,290.3,240,192.9,84,539,LSO,KEN
incremental_cost_0to1y,mcmarcel,103198.5,107496,16380.5,72561.5,117578,LSO,KEN
incremental_cost_0to1y,own,24478.3,42001,69938.3,-106122.9,89318.8,LSO,KEN
net_cost/DALY_averted,mcmarcel,1729.6,1242.8,1667.7,301.2,3559,LSO,KEN
net_cost/DALY_averted,own,86.8,68,257.7,-212.6,322.2,LSO,KEN
rsv_cases,mcmarcel,15806.7,15807,6.6,15795,15815,LSO,KEN
rsv_cases,own,16039.8,16041.5,34.2,15980,16082,LSO,KEN
rsv_deaths,mcmarcel,30.6,24,23.1,7,61,LSO,KEN
rsv_deaths,own,42.1,33,32.2,10,82,LSO,KEN
rsv_deaths_averted,mcmarcel,2,1,1.7,0,4,LSO,KEN
rsv_deaths_averted,own,11.6,9,9.4,3,23,LSO,KEN
total_DALY_0to1y,mcmarcel,770.5,605,597.4,183,1516,LSO,KEN
total_DALY_0to1y,own,1884.6,1471,1456.9,455.9,3622.4,LSO,KEN
total_DALY_0to1y_averted,mcmarcel,110.1,83,92.9,23,221,LSO,KEN
total_DALY_0to1y_averted,own,640.5,494,512.8,149,1243.1,LSO,KEN
total_medical_cost_0to1y,mcmarcel,173083.6,140815,126394.2,45279.6,321582.6,LSO,KEN
total_medical_cost_0to1y,own,336889,277623.5,236547.2,93455.5,622097,LSO,KEN
total_medical_cost_averted,mcmarcel,20885.4,16588,16380.5,5000.9,39804.9,LSO,KEN
total_medical_cost_averted,own,99605.6,82083,69938.3,27631.4,183931.3,LSO,KEN
cost_rsv_hosp_0to1y,mcmarcel,457.8,335,436.7,76,941.1,LBR,KEN
cost_rsv_hosp_0to1y,own,889.8,658,821.7,152,1823.1,LBR,KEN
hosp_cases,mcmarcel,3452.7,2851,2295.3,1000,6408.1,LBR,KEN
hosp_cases,own,3499.7,2890,2326.3,1013.9,6499,LBR,KEN
hosp_cases_averted,mcmarcel,216.4,172,162.5,55,412.1,LBR,KEN
hosp_cases_averted,own,1032.5,853,686.3,298.9,1917,LBR,KEN
incremental_cost_0to1y,mcmarcel,467469,467579,373.5,466810.9,467750,LBR,KEN
incremental_cost_0to1y,own,466127.6,466625.5,1623.9,463112,467442,LBR,KEN
net_cost/DALY_averted,mcmarcel,1833,1350.7,1661.6,396.6,3677.5,LBR,KEN
net_cost/DALY_averted,own,298.2,227.2,254.3,69.1,578.2,LBR,KEN
rsv_cases,mcmarcel,39522.2,39523,18.2,39491,39545,LBR,KEN
rsv_cases,own,40059.8,40064,84.4,39914,40163,LBR,KEN
rsv_deaths,mcmarcel,76.4,60,57.6,18,151.1,LBR,KEN
rsv_deaths,own,105.2,83,80.3,25,205,LBR,KEN
rsv_deaths_averted,mcmarcel,7.1,5,6,1,14,LBR,KEN
rsv_deaths_averted,own,41.2,32,33.3,9,80,LBR,KEN
total_DALY_0to1y,mcmarcel,2243.4,1761.5,1742.4,529,4419.1,LBR,KEN
total_DALY_0to1y,own,5486.4,4281,4247.4,1319.8,10553.7,LBR,KEN
total_DALY_0to1y_averted,mcmarcel,457.3,346,386.2,97,919,LBR,KEN
total_DALY_0to1y_averted,own,2659.4,2051.5,2132,616.9,5165.5,LBR,KEN
total_medical_cost_0to1y,mcmarcel,2070.1,1458,2052.7,330,4323,LBR,KEN
total_medical_cost_0to1y,own,4026.9,2844.5,3853.5,653,8430.3,LBR,KEN
total_medical_cost_averted,mcmarcel,355.5,245,373.5,52,756,LBR,KEN
total_medical_cost_averted,own,1697,1198.5,1623.9,275,3553.1,LBR,KEN
cost_rsv_hosp_0to1y,mcmarcel,257891.7,187227.5,243331.6,46002.3,538121.1,MDG,KEN
cost_rsv_hosp_0to1y,own,498962.5,370347,446736,92713.4,1035813,MDG,KEN
hosp_cases,mcmarcel,18704.1,15443,12434.3,5415.9,34721.4,MDG,KEN
hosp_cases,own,18868.6,15581.5,12542.9,5464.5,35020.2,MDG,KEN
hosp_cases_averted,mcmarcel,1102.2,877.5,828.3,280,2102,MDG,KEN
hosp_cases_averted,own,5249.6,4335,3489.7,1520.9,9743.1,MDG,KEN
incremental_cost_0to1y,mcmarcel,2267483.4,2290052,88027.5,2107730.8,2345107.9,MDG,KEN
incremental_cost_0to1y,own,1844131.7,1934526,369842.9,1167551.9,2192953.1,MDG,KEN
net_cost/DALY_averted,mcmarcel,1700.7,1240.8,1567.5,354.2,3437,MDG,KEN
net_cost/DALY_averted,own,230.5,168.2,215,42.1,464.9,MDG,KEN
rsv_cases,mcmarcel,214099.9,214103,68.1,213983,214184,MDG,KEN
rsv_cases,own,215983,215996,308.2,215453,216364,MDG,KEN
rsv_deaths,mcmarcel,413.4,323,312,100,820.2,MDG,KEN
rsv_deaths,own,566.2,447,432.2,134,1099,MDG,KEN
rsv_deaths_averted,mcmarcel,35.9,27,30.6,7,73,MDG,KEN
rsv_deaths_averted,own,209.5,161,169.3,47,408,MDG,KEN
total_DALY_0to1y,mcmarcel,12486.9,9804.5,9704.4,2941.7,24610.1,MDG,KEN
total_DALY_0to1y,own,30532.2,23821.5,23645.1,7328.2,58730,MDG,KEN
total_DALY_0to1y_averted,mcmarcel,2414,1826,2040.1,511,4849.9,MDG,KEN
total_DALY_0to1y_averted,own,14036.5,10834.5,11256.7,3249.5,27249.7,MDG,KEN
total_medical_cost_0to1y,mcmarcel,694396.2,565788,500774.3,181252.1,1295032.2,MDG,KEN
total_medical_cost_0to1y,own,1345135.5,1118380,927761.9,364336.3,2482759.8,MDG,KEN
total_medical_cost_averted,mcmarcel,112872.9,90304.5,88027.5,26856.9,217363.3,MDG,KEN
total_medical_cost_averted,own,536224.7,445831,369842.9,145238.6,989727.1,MDG,KEN
cost_rsv_hosp_0to1y,mcmarcel,184835,134610.5,176135.3,32598.8,376386.7,MWI,KEN
cost_rsv_hosp_0to1y,own,360821.8,267238.5,331401.7,65424,736704.2,MWI,KEN
hosp_cases,mcmarcel,15321.2,12649,10185.3,4436.9,28443.3,MWI,KEN
hosp_cases,own,15617.6,12894,10381.3,4524.5,29004.5,MWI,KEN
hosp_cases_averted,mcmarcel,860.3,685.5,646.1,218,1639.1,MWI,KEN
hosp_cases_averted,own,4114,3396.5,2734.7,1191.9,7640.2,MWI,KEN
incremental_cost_0to1y,mcmarcel,1636739.2,1661511,91321.2,1473249.8,1711834.2,MWI,KEN
incremental_cost_0to1y,own,1236026.8,1335045,389795.8,505831.9,1575770.1,MWI,KEN
net_cost/DALY_averted,mcmarcel,1625.7,1188.7,1499.6,335.9,3260.7,MWI,KEN
net_cost/DALY_averted,own,202.9,151.6,197.8,28.1,408.7,MWI,KEN
rsv_cases,mcmarcel,175375.9,175378,44.1,175300,175430,MWI,KEN
rsv_cases,own,178770.5,178796,440.5,178002.9,179305,MWI,KEN
rsv_deaths,mcmarcel,339.2,265,256,82,672.1,MWI,KEN
rsv_deaths,own,470.6,371.5,359.4,111,916.1,MWI,KEN
rsv_deaths_averted,mcmarcel,28,21,23.9,6,57,MWI,KEN
rsv_deaths_averted,own,164.3,126.5,132.8,37,320,MWI,KEN
total_DALY_0to1y,mcmarcel,10069.7,7907,7820.1,2375.8,19832.3,MWI,KEN
total_DALY_0to1y,own,24625.7,19214.5,19064.7,5927.8,47379.6,MWI,KEN
total_DALY_0to1y_averted,mcmarcel,1819.8,1377.5,1536.3,386,3654.6,MWI,KEN
total_DALY_0to1y_averted,own,10582.7,8164.5,8484,2454.6,20559.5,MWI,KEN
total_medical_cost_0to1y,mcmarcel,692627.7,549230,560475.4,164385.8,1305898.6,MWI,KEN
total_medical_cost_0to1y,own,1351763.7,1087626,1039811.3,336162,2545360.7,MWI,KEN
total_medical_cost_averted,mcmarcel,106025.6,81253.5,91321.3,23300.1,205332.1,MWI,KEN
total_medical_cost_averted,own,506737.9,407720,389795.8,126017.4,954183.4,MWI,KEN
cost_rsv_hosp_0to1y,mcmarcel,453081.1,319622,423408.2,83091.4,930581.5,MLI,KEN
cost_rsv_hosp_0to1y,own,884953.7,652126,797939.5,168998.2,1787716.3,MLI,KEN
hosp_cases,mcmarcel,16610.2,13714,11042.1,4809.8,30822.7,MLI,KEN
hosp_cases,own,16985.3,14020.5,11290.1,4920.5,31541.2,MLI,KEN
hosp_cases_averted,mcmarcel,1002.8,799,752.5,255,1910,MLI,KEN
hosp_cases_averted,own,4797.6,3960.5,3188.9,1389.8,8908.6,MLI,KEN
incremental_cost_0to1y,mcmarcel,1936154.9,1967606.5,117622.6,1714493.4,2042348.1,MLI,KEN
incremental_cost_0to1y,own,1345179.8,1462513,491576.3,439496.4,1815135.7,MLI,KEN
net_cost/DALY_averted,mcmarcel,1765.2,1286.1,1635.1,352.2,3545,MLI,KEN
net_cost/DALY_averted,own,211.7,153,213.1,19.5,452.5,MLI,KEN
rsv_cases,mcmarcel,190131.6,190135,109.5,189944,190267,MLI,KEN
rsv_cases,own,194427.2,194450.5,683.8,193258,195272.1,MLI,KEN
rsv_deaths,mcmarcel,368.1,287.5,277.7,89,729.2,MLI,KEN
rsv_deaths,own,512.2,404,391.3,121,997,MLI,KEN
